id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls help in protecting networks by monitoring and controlling traffic flow.,5,5,5.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They enable network protection by filtering and controlling traffic.,5,4,4.5
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls monitor and control network traffic.,4,4,4.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They help in protecting networks by controlling traffic.,4,3,3.5
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls are used to store network data.,1,1,1.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They're used to create networks.,2,2,2.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls are used to backup network data.,1,1,1.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They help in monitoring and controlling network traffic.,5,4,4.5
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls protect networks by controlling traffic.,4,4,4.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They're used to store security rules.,2,2,2.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls help in protecting networks from unauthorized access.,5,4,4.5
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They control network traffic flow.,4,4,4.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls are used to create network rules.,2,1,1.5
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They help in storing security policies.,3,3,3.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls are used to backup security rules.,1,1,1.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They enable network protection through traffic control.,5,5,5.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,Firewalls help in network security.,4,4,4.0
114.5,What is the purpose of a firewall in network security?,To monitor and control incoming and outgoing network traffic.,They're used to create security rules.,2,1,1.5
